team,players_used,avg_age,possession,games_played,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_attempted,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,season,league,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Dortmund,23,24.4,,34,374,3060,34.0,80,58,138,79,1,1,35,2.0,2.35,1.71,4.06,2.32,4.03,,454.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Freiburg,31,24.9,,34,374,3060,34.0,44,31,75,41,3,4,56,1.0,1.29,0.91,2.21,1.21,2.12,,550.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Gladbach,25,25.6,,34,374,3060,34.0,49,35,84,46,3,3,51,1.0,1.44,1.03,2.47,1.35,2.38,,413.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Hamburger SV,26,25.2,,34,374,3060,34.0,35,15,50,32,3,3,64,2.0,1.03,0.44,1.47,0.94,1.38,,574.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Hannover 96,23,26.5,,34,374,3060,34.0,38,25,63,33,5,5,66,3.0,1.12,0.74,1.85,0.97,1.71,,539.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Hertha BSC,25,26.0,,34,373,3060,34.0,37,25,62,36,1,2,74,8.0,1.09,0.74,1.82,1.06,1.79,,488.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Hoffenheim,27,24.2,,34,374,3060,34.0,38,22,60,30,8,9,72,3.0,1.12,0.65,1.76,0.88,1.53,,625.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Kaiserslautern,32,25.4,,34,374,3060,34.0,21,15,36,20,1,1,71,4.0,0.62,0.44,1.06,0.59,1.03,,579.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Köln,26,26.3,,34,374,3060,34.0,39,29,68,36,3,3,69,6.0,1.15,0.85,2.0,1.06,1.91,,491.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Leverkusen,26,24.4,,34,374,3060,34.0,51,34,85,50,1,2,48,4.0,1.5,1.0,2.5,1.47,2.47,,478.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Mainz 05,27,27.1,,34,374,3060,34.0,46,31,77,41,5,5,51,2.0,1.35,0.91,2.26,1.21,2.12,,567.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Nürnberg,27,25.4,,34,374,3060,34.0,38,27,65,35,3,3,74,2.0,1.12,0.79,1.91,1.03,1.82,,562.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Schalke 04,28,24.5,,34,374,3060,34.0,74,50,124,68,6,7,65,2.0,2.18,1.47,3.65,2.0,3.47,,540.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Stuttgart,26,26.2,,34,374,3060,34.0,63,42,105,58,5,5,67,4.0,1.85,1.24,3.09,1.71,2.94,,530.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Werder Bremen,31,25.2,,34,374,3060,34.0,49,37,86,46,3,3,67,5.0,1.44,1.09,2.53,1.35,2.44,,532.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Wolfsburg,36,26.5,,34,374,3060,34.0,44,36,80,42,2,2,67,4.0,1.29,1.06,2.35,1.24,2.29,,654.0,,,,,,,,,2011-2012,Bundesliga,,,,,,,,,,,,,,,
Bayern Munich,24,26.5,,34,374,3060,34.0,77,54,131,74,3,6,43,2.0,2.26,1.59,3.85,2.18,3.76,,415.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Dortmund,23,23.4,,34,374,3060,34.0,63,42,105,63,0,3,41,1.0,1.85,1.24,3.09,1.85,3.09,,495.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Eint Frankfurt,27,26.2,,34,374,3060,34.0,31,20,51,27,4,4,75,3.0,0.91,0.59,1.5,0.79,1.38,,494.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Freiburg,27,25.5,,34,374,3060,34.0,38,21,59,34,4,6,48,3.0,1.12,0.62,1.74,1.0,1.62,,537.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Gladbach,28,25.8,,34,374,3060,34.0,47,29,76,43,4,4,56,8.0,1.38,0.85,2.24,1.26,2.12,,497.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Hamburger SV,25,28.0,,34,374,3060,34.0,45,28,73,42,3,3,55,2.0,1.32,0.82,2.15,1.24,2.06,,475.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Hannover 96,23,25.6,,34,374,3060,34.0,48,30,78,45,3,3,60,5.0,1.41,0.88,2.29,1.32,2.21,,559.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Hoffenheim,28,23.9,,34,374,3060,34.0,48,27,75,43,5,5,63,4.0,1.41,0.79,2.21,1.26,2.06,,625.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Kaiserslautern,25,25.2,,34,374,3060,34.0,47,32,79,46,1,2,63,4.0,1.38,0.94,2.32,1.35,2.29,,602.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Köln,30,26.3,,34,374,3060,34.0,47,25,72,45,2,2,79,1.0,1.38,0.74,2.12,1.32,2.06,,587.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Leverkusen,21,25.2,,34,374,3060,34.0,62,39,101,56,6,6,57,1.0,1.82,1.15,2.97,1.65,2.79,,494.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Mainz 05,26,26.1,,34,374,3060,34.0,49,37,86,46,3,5,54,1.0,1.44,1.09,2.53,1.35,2.44,,539.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Nürnberg,28,25.2,,34,374,3060,34.0,45,28,73,43,2,4,69,3.0,1.32,0.82,2.15,1.26,2.09,,530.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Schalke 04,31,25.3,,34,374,3060,34.0,37,23,60,35,2,3,57,4.0,1.09,0.68,1.76,1.03,1.71,,573.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
St. Pauli,28,26.7,,34,374,3060,34.0,34,23,57,31,3,3,60,5.0,1.0,0.68,1.68,0.91,1.59,,529.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Stuttgart,27,24.8,,34,374,3060,34.0,60,35,95,54,6,8,64,4.0,1.76,1.03,2.79,1.59,2.62,,513.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Werder Bremen,28,26.6,,34,374,3060,34.0,43,29,72,36,7,11,71,4.0,1.26,0.85,2.12,1.06,1.91,,545.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Wolfsburg,28,26.4,,34,374,3060,34.0,43,28,71,43,0,4,73,2.0,1.26,0.82,2.09,1.26,2.09,,579.0,,,,,,,,,2010-2011,Bundesliga,,,,,,,,,,,,,,,
Ajaccio,28,28.5,,38,418,3420,38.0,37,22,59,33,4,5,73,7.0,0.97,0.58,1.55,0.87,1.45,,582.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Bastia,29,27.8,,38,418,3420,38.0,49,32,81,44,5,7,83,7.0,1.29,0.84,2.13,1.16,2.0,,540.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Bordeaux,26,27.0,,38,418,3420,38.0,39,29,68,37,2,4,66,3.0,1.03,0.76,1.79,0.97,1.74,,488.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Brest,33,26.3,,38,418,3420,38.0,31,19,50,26,5,5,70,4.0,0.82,0.5,1.32,0.68,1.18,,590.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Evian,30,27.6,,38,418,3420,38.0,44,32,76,41,3,3,75,3.0,1.16,0.84,2.0,1.08,1.92,,557.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Lille,25,26.9,,38,418,3420,38.0,56,42,98,54,2,3,59,3.0,1.47,1.11,2.58,1.42,2.53,,532.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Lorient,30,26.5,,38,418,3420,38.0,56,38,94,52,4,5,52,7.0,1.47,1.0,2.47,1.37,2.37,,429.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Lyon,31,26.0,,38,418,3420,38.0,59,33,92,50,9,11,65,6.0,1.55,0.87,2.42,1.32,2.18,,578.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Marseille,25,26.4,,38,418,3420,38.0,41,30,71,40,1,3,53,7.0,1.08,0.79,1.87,1.05,1.84,,507.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Montpellier,28,26.6,,38,418,3420,38.0,52,34,86,49,3,4,67,6.0,1.37,0.89,2.26,1.29,2.18,,601.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Nancy,29,25.5,,38,418,3420,38.0,38,27,65,37,1,2,65,5.0,1.0,0.71,1.71,0.97,1.68,,540.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Nice,32,24.9,,38,418,3420,38.0,57,34,91,51,6,8,65,5.0,1.5,0.89,2.39,1.34,2.24,,579.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Paris S-G,31,26.8,,38,418,3420,38.0,65,48,113,61,4,4,74,9.0,1.71,1.26,2.97,1.61,2.87,,466.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Reims,26,26.1,,38,418,3420,38.0,30,18,48,27,3,6,66,6.0,0.79,0.47,1.26,0.71,1.18,,525.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Rennes,31,24.8,,38,418,3420,38.0,48,33,81,46,2,2,46,10.0,1.26,0.87,2.13,1.21,2.08,,486.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Saint-Étienne,25,25.9,,38,418,3420,38.0,57,44,101,55,2,3,59,4.0,1.5,1.16,2.66,1.45,2.61,,505.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Sochaux,27,24.8,,38,418,3420,38.0,39,29,68,37,2,3,63,3.0,1.03,0.76,1.79,0.97,1.74,,521.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Toulouse,24,24.1,,38,418,3420,38.0,47,35,82,46,1,2,64,7.0,1.24,0.92,2.16,1.21,2.13,,646.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Troyes,26,26.7,,38,418,3420,38.0,43,28,71,41,2,3,55,5.0,1.13,0.74,1.87,1.08,1.82,,508.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Valenciennes,26,26.7,,38,418,3420,38.0,45,32,77,42,3,4,58,3.0,1.18,0.84,2.03,1.11,1.95,,569.0,,,,,,,,,2012-2013,Ligue-1,,,,,,,,,,,,,,,
Athletic Club,22,24.4,,38,418,3420,38.0,49,33,82,48,1,2,116,8.0,1.29,0.87,2.16,1.26,2.13,,551.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Atlético Madrid,24,25.1,,38,418,3420,38.0,51,32,83,46,5,6,132,4.0,1.34,0.84,2.18,1.21,2.05,,675.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Barcelona,29,26.6,,38,418,3420,38.0,112,69,181,102,10,11,81,4.0,2.95,1.82,4.76,2.68,4.5,,400.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Betis,31,27.4,,38,418,3420,38.0,47,25,72,44,3,3,107,7.0,1.24,0.66,1.89,1.16,1.82,,536.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Espanyol,29,24.2,,38,418,3420,38.0,45,32,77,44,1,1,135,6.0,1.18,0.84,2.03,1.16,2.0,,588.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Getafe,29,27.6,,38,418,3420,38.0,38,20,58,35,3,3,134,8.0,1.0,0.53,1.53,0.92,1.45,,583.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Granada,25,26.5,,38,418,3420,38.0,35,18,53,31,4,4,116,10.0,0.92,0.47,1.39,0.82,1.29,,439.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Levante,27,30.4,,38,418,3420,38.0,54,30,84,46,8,8,125,4.0,1.42,0.79,2.21,1.21,2.0,,484.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Málaga,26,27.3,,38,418,3420,38.0,51,26,77,50,1,2,77,7.0,1.34,0.68,2.03,1.32,2.0,,426.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Mallorca,28,26.4,,38,418,3420,38.0,38,25,63,33,5,5,122,6.0,1.0,0.66,1.66,0.87,1.53,,673.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Osasuna,28,27.8,,38,418,3420,38.0,43,30,73,42,1,2,110,8.0,1.13,0.79,1.92,1.11,1.89,,576.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Racing Sant,32,25.6,,38,418,3420,38.0,27,21,48,23,4,4,121,8.0,0.71,0.55,1.26,0.61,1.16,,600.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Rayo Vallecano,32,26.8,,38,418,3420,38.0,51,26,77,46,5,6,129,3.0,1.34,0.68,2.03,1.21,1.89,,612.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Real Madrid,25,26.1,,38,418,3420,38.0,120,85,205,108,12,13,97,5.0,3.16,2.24,5.39,2.84,5.08,,521.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Real Sociedad,24,25.0,,38,418,3420,38.0,45,27,72,45,0,1,85,8.0,1.18,0.71,1.89,1.18,1.89,,463.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Sevilla,28,26.9,,38,418,3420,38.0,47,32,79,46,1,4,116,8.0,1.24,0.84,2.08,1.21,2.05,,494.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Sporting Gijón,30,26.4,,38,418,3420,38.0,41,21,62,38,3,3,125,5.0,1.08,0.55,1.63,1.0,1.55,,640.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Valencia,26,25.9,,38,418,3420,38.0,55,34,89,52,3,4,129,7.0,1.45,0.89,2.34,1.37,2.26,,639.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Villarreal,28,26.6,,38,418,3420,38.0,38,22,60,32,6,10,103,5.0,1.0,0.58,1.58,0.84,1.42,,535.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Zaragoza,28,27.1,,38,418,3420,38.0,35,20,55,31,4,6,126,9.0,0.92,0.53,1.45,0.82,1.34,,658.0,,,,,,,,,2011-2012,La-Liga,,,,,,,,,,,,,,,
Angers,29,27.2,42.5,38,418,3420,38.0,40,25,65,36,4,5,71,0.0,1.05,0.66,1.71,0.95,1.61,,584.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Bastia,26,28.7,43.4,38,418,3420,38.0,34,20,54,32,2,2,85,0.0,0.89,0.53,1.42,0.84,1.37,,525.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Bordeaux,35,24.9,50.8,38,418,3420,38.0,48,33,81,47,1,2,86,0.0,1.26,0.87,2.13,1.24,2.11,,492.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Caen,24,28.2,40.2,38,418,3420,38.0,38,22,60,33,5,6,58,0.0,1.0,0.58,1.58,0.87,1.45,,455.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Gazélec Ajaccio,23,28.4,47.0,38,418,3420,38.0,36,26,62,33,3,3,98,0.0,0.95,0.68,1.63,0.87,1.55,,575.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Guingamp,28,28.4,42.8,38,418,3420,38.0,46,36,82,44,2,3,81,0.0,1.21,0.95,2.16,1.16,2.11,,505.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Lille,32,27.1,51.1,38,418,3420,38.0,38,28,66,35,3,3,86,0.0,1.0,0.74,1.74,0.92,1.66,,572.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Lorient,31,25.4,49.0,38,418,3420,38.0,46,30,76,39,7,7,66,0.0,1.21,0.79,2.0,1.03,1.82,,478.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Lyon,30,25.5,61.3,38,418,3420,38.0,66,44,110,63,3,3,69,0.0,1.74,1.16,2.89,1.66,2.82,,521.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Marseille,28,25.0,56.6,38,418,3420,38.0,48,35,83,46,2,4,74,0.0,1.26,0.92,2.18,1.21,2.13,,521.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Monaco,31,26.1,48.1,38,418,3420,38.0,54,36,90,48,6,8,86,0.0,1.42,0.95,2.37,1.26,2.21,,547.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Montpellier,30,27.1,49.8,38,418,3420,38.0,46,34,80,44,2,2,62,0.0,1.21,0.89,2.11,1.16,2.05,,470.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Nantes,29,25.8,49.2,38,418,3420,38.0,30,25,55,30,0,0,81,0.0,0.79,0.66,1.45,0.79,1.45,,606.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Nice,33,24.2,57.9,38,418,3420,38.0,55,43,98,50,5,5,68,0.0,1.45,1.13,2.58,1.32,2.45,,461.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Paris S-G,28,27.0,66.5,38,418,3420,38.0,101,72,173,95,6,8,47,0.0,2.66,1.89,4.55,2.5,4.39,,392.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Reims,31,26.9,47.6,38,418,3420,38.0,43,30,73,41,2,3,88,0.0,1.13,0.79,1.92,1.08,1.87,,514.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Rennes,31,26.2,50.4,38,418,3420,38.0,48,32,80,45,3,7,74,,1.26,0.84,2.11,1.18,2.03,,498.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Saint-Étienne,31,27.2,51.5,38,418,3420,38.0,39,27,66,36,3,4,76,,1.03,0.71,1.74,0.95,1.66,,592.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Toulouse,25,23.8,46.6,38,418,3420,38.0,43,28,71,39,4,6,80,,1.13,0.74,1.87,1.03,1.76,,537.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Troyes,33,26.5,48.2,38,418,3420,38.0,27,18,45,24,3,3,76,0.0,0.71,0.47,1.18,0.63,1.11,,418.0,,,,,,,,,2015-2016,Ligue-1,,,,,,,,,,,,,,,
Alavés,25,25.4,44.4,38,418,3420,38.0,41,27,68,37,4,4,120,5.0,1.08,0.71,1.79,0.97,1.68,3.0,548.0,485.0,92.0,643.0,565.0,558.0,4.0,6.0,2.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Athletic Club,25,26.8,51.1,38,418,3420,38.0,53,31,84,45,8,8,89,2.0,1.39,0.82,2.21,1.18,2.0,1.0,528.0,529.0,76.0,912.0,593.0,581.0,6.0,3.0,0.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Atlético Madrid,22,26.9,48.4,38,418,3420,38.0,70,54,124,68,2,7,85,3.0,1.84,1.42,3.26,1.79,3.21,3.0,510.0,474.0,117.0,660.0,645.0,600.0,7.0,4.0,0.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Barcelona,25,26.9,66.1,38,418,3420,38.0,113,71,184,105,8,9,75,1.0,2.97,1.87,4.84,2.76,4.63,1.0,427.0,577.0,118.0,551.0,445.0,463.0,8.0,0.0,2.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Betis,27,26.1,47.9,38,418,3420,38.0,41,27,68,39,2,2,106,5.0,1.08,0.71,1.79,1.03,1.74,3.0,583.0,576.0,87.0,645.0,593.0,560.0,2.0,5.0,0.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Celta Vigo,27,26.1,53.2,38,418,3420,38.0,52,33,85,45,7,7,111,8.0,1.37,0.87,2.24,1.18,2.05,6.0,516.0,516.0,101.0,481.0,627.0,550.0,6.0,10.0,2.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Eibar,24,26.9,47.8,38,418,3420,38.0,53,34,87,47,6,8,96,7.0,1.39,0.89,2.29,1.24,2.13,2.0,522.0,385.0,92.0,920.0,676.0,526.0,6.0,6.0,1.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Espanyol,27,27.2,44.0,38,418,3420,38.0,48,36,84,46,2,4,82,2.0,1.26,0.95,2.21,1.21,2.16,2.0,572.0,497.0,62.0,674.0,607.0,583.0,3.0,2.0,1.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Granada,35,24.7,45.1,38,418,3420,38.0,30,19,49,30,0,1,116,6.0,0.79,0.5,1.29,0.79,1.29,4.0,559.0,442.0,62.0,623.0,620.0,477.0,1.0,4.0,1.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
La Coruña,28,27.7,47.0,38,418,3420,38.0,42,29,71,39,3,7,97,4.0,1.11,0.76,1.87,1.03,1.79,2.0,546.0,523.0,69.0,879.0,563.0,531.0,7.0,3.0,2.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Las Palmas,29,27.3,59.0,38,418,3420,38.0,52,34,86,46,6,6,106,6.0,1.37,0.89,2.26,1.21,2.11,4.0,471.0,632.0,88.0,462.0,523.0,440.0,6.0,11.0,1.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Leganés,31,26.3,44.7,38,418,3420,38.0,36,24,60,33,3,4,107,3.0,0.95,0.63,1.58,0.87,1.5,1.0,648.0,475.0,90.0,663.0,671.0,546.0,4.0,7.0,0.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Málaga,29,26.0,48.4,38,418,3420,38.0,48,33,81,45,3,5,116,7.0,1.26,0.87,2.13,1.18,2.05,5.0,560.0,528.0,87.0,792.0,663.0,562.0,5.0,9.0,0.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Osasuna,35,26.3,39.0,38,418,3420,38.0,37,24,61,33,4,6,100,3.0,0.97,0.63,1.61,0.87,1.5,1.0,574.0,415.0,76.0,648.0,677.0,545.0,5.0,10.0,3.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Real Madrid,24,27.0,56.2,38,419,3420,38.0,106,83,189,100,6,8,76,2.0,2.79,2.18,4.97,2.63,4.82,0.0,434.0,544.0,137.0,857.0,517.0,572.0,5.0,4.0,1.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Real Sociedad,27,26.0,56.7,38,418,3420,38.0,56,39,95,49,7,8,89,6.0,1.47,1.03,2.5,1.29,2.32,5.0,536.0,589.0,84.0,829.0,603.0,456.0,7.0,7.0,2.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Sevilla,28,26.8,59.2,38,418,3420,38.0,67,48,115,64,3,5,109,4.0,1.76,1.26,3.03,1.68,2.95,2.0,589.0,524.0,126.0,661.0,522.0,521.0,5.0,5.0,1.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Sporting Gijón,29,26.4,44.4,38,418,3420,38.0,42,26,68,38,4,7,116,4.0,1.11,0.68,1.79,1.0,1.68,2.0,574.0,498.0,78.0,676.0,552.0,517.0,7.0,9.0,2.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Valencia,31,25.9,48.8,38,418,3420,38.0,53,38,91,49,4,6,114,6.0,1.39,1.0,2.39,1.29,2.29,3.0,556.0,569.0,90.0,668.0,628.0,621.0,5.0,13.0,2.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Villarreal,27,26.7,49.3,38,418,3420,38.0,55,36,91,49,6,8,91,4.0,1.45,0.95,2.39,1.29,2.24,1.0,523.0,500.0,84.0,514.0,567.0,505.0,7.0,6.0,0.0,2016-2017,La-Liga,,,,,,,,,,,,,,,
Atalanta,31,28.4,,38,418,3420,38.0,43,32,75,41,2,3,90,0.0,1.13,0.84,1.97,1.08,1.92,,495.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Bologna,28,28.6,,38,418,3420,38.0,28,12,40,23,5,6,104,0.0,0.74,0.32,1.05,0.61,0.92,,594.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Cagliari,31,27.2,,38,418,3420,38.0,34,21,55,29,5,8,104,0.0,0.89,0.55,1.45,0.76,1.32,,562.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Catania,34,27.2,,38,418,3420,38.0,34,23,57,31,3,3,102,0.0,0.89,0.61,1.5,0.82,1.42,,613.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Chievo,36,28.9,,38,418,3420,38.0,33,24,57,27,6,7,107,0.0,0.87,0.63,1.5,0.71,1.34,,618.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Fiorentina,31,27.7,,38,418,3420,38.0,65,41,106,54,11,11,90,0.0,1.71,1.08,2.79,1.42,2.5,,445.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Genoa,31,27.2,,38,418,3420,38.0,39,23,62,34,5,9,100,0.0,1.03,0.61,1.63,0.89,1.5,,574.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Hellas Verona,29,28.4,,38,418,3420,38.0,60,38,98,52,8,8,71,0.0,1.58,1.0,2.58,1.37,2.37,,488.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Inter,28,27.6,,38,418,3420,38.0,59,48,107,59,0,1,73,0.0,1.55,1.26,2.82,1.55,2.82,,483.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Juventus,26,28.3,,38,418,3420,38.0,78,54,132,74,4,4,70,0.0,2.05,1.42,3.47,1.95,3.37,,541.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Lazio,30,28.0,,38,418,3420,38.0,51,30,81,44,7,8,90,0.0,1.34,0.79,2.13,1.16,1.95,,581.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Livorno,31,25.7,,38,418,3420,38.0,37,23,60,33,4,4,115,0.0,0.97,0.61,1.58,0.87,1.47,,545.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
Milan,32,28.0,,38,418,3420,38.0,55,33,88,52,3,5,92,0.0,1.45,0.87,2.32,1.37,2.24,,555.0,,,,,,,,,2013-2014,Serie-A,,,,,,,,,,,,,,,
