team,players_used,avg_age,possession,games_played,goals,assists,pens_made,pens_attempted,cards_yellow,cards_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,season,league,xg,npxg,xg_assist,progressive_carries,progressive_passes,ball_recoveries,aerials_won,aerials_lost
Marseille,27,25.0,61.7,38,61,40,10,10,61,3.0,347.0,459.0,60.0,619.0,327.0,319.0,10.0,4.0,1.0,2021-2022,Ligue-1,58.2,50.5,41.1,762.0,1866.0,1862.0,368.0,323.0
Metz,36,25.9,42.9,38,33,24,1,1,94,9.0,514.0,417.0,48.0,581.0,507.0,442.0,1.0,5.0,2.0,2021-2022,Ligue-1,29.2,28.4,21.5,572.0,1015.0,2092.0,527.0,529.0
Monaco,27,24.4,54.1,38,62,45,9,9,85,4.0,496.0,408.0,94.0,705.0,424.0,435.0,5.0,9.0,3.0,2021-2022,Ligue-1,59.4,52.3,44.1,750.0,1871.0,2287.0,546.0,498.0
Montpellier,27,25.8,48.2,38,48,31,3,4,77,8.0,411.0,465.0,53.0,697.0,356.0,380.0,3.0,6.0,1.0,2021-2022,Ligue-1,42.7,39.6,28.6,604.0,1282.0,2018.0,437.0,560.0
Nantes,26,26.1,43.9,38,53,37,5,5,80,4.0,500.0,372.0,55.0,731.0,415.0,405.0,2.0,7.0,1.0,2021-2022,Ligue-1,45.5,41.6,34.7,607.0,1330.0,2057.0,598.0,566.0
Nice,27,25.0,51.5,38,52,35,8,10,77,6.0,456.0,371.0,53.0,742.0,441.0,369.0,6.0,5.0,0.0,2021-2022,Ligue-1,55.6,48.0,39.0,732.0,1474.0,2064.0,526.0,471.0
Paris S-G,36,27.8,63.0,38,88,65,7,8,79,4.0,357.0,416.0,93.0,459.0,303.0,360.0,6.0,3.0,1.0,2021-2022,Ligue-1,76.7,70.6,55.9,877.0,2055.0,1824.0,262.0,221.0
Reims,35,24.0,42.2,38,42,27,4,6,68,7.0,449.0,451.0,76.0,629.0,493.0,365.0,5.0,7.0,0.0,2021-2022,Ligue-1,37.7,32.8,26.0,614.0,1185.0,2074.0,453.0,495.0
Rennes,28,25.3,55.9,38,81,61,4,4,56,2.0,434.0,377.0,59.0,698.0,315.0,318.0,4.0,6.0,1.0,2021-2022,Ligue-1,62.8,59.6,47.1,676.0,1737.0,1904.0,547.0,534.0
Saint-Étienne,39,25.1,48.5,38,41,25,5,5,81,5.0,464.0,441.0,51.0,697.0,452.0,397.0,4.0,8.0,4.0,2021-2022,Ligue-1,38.3,34.5,26.2,685.0,1400.0,2152.0,463.0,611.0
Strasbourg,26,27.0,49.5,38,56,40,6,8,72,3.0,497.0,400.0,61.0,797.0,433.0,392.0,6.0,4.0,1.0,2021-2022,Ligue-1,55.6,49.4,39.6,573.0,1589.0,2092.0,654.0,521.0
Troyes,35,27.1,44.4,38,35,23,6,7,75,6.0,442.0,473.0,53.0,708.0,430.0,351.0,7.0,10.0,2.0,2021-2022,Ligue-1,39.2,33.8,27.0,598.0,1216.0,1987.0,417.0,460.0
Arsenal,28,24.1,,38,65,48,5,5,63,3.0,449.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Aston Villa,21,27.1,,38,48,35,4,5,53,2.0,462.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Blackburn,28,28.3,,38,40,28,4,7,80,4.0,546.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Bolton,24,27.3,,38,40,28,0,1,61,1.0,527.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Chelsea,29,27.5,,38,65,45,2,2,48,2.0,438.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Everton,25,26.4,,38,54,38,4,5,49,1.0,512.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Fulham,26,28.8,,38,39,24,5,5,42,1.0,446.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Hull City,29,27.7,,38,35,17,3,3,71,3.0,568.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Liverpool,23,26.5,,38,73,50,5,6,50,0.0,447.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Manchester City,34,24.5,,38,56,35,6,7,52,4.0,492.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Manchester Utd,33,27.1,,38,68,51,4,4,67,5.0,425.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Middlesbrough,28,24.5,,38,26,17,1,3,57,3.0,450.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Newcastle Utd,29,26.8,,38,39,23,4,5,62,8.0,438.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Portsmouth,29,28.6,,38,36,25,2,3,66,5.0,460.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Stoke City,29,28.5,,38,36,23,5,6,75,5.0,515.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Sunderland,30,26.1,,38,32,19,1,1,69,1.0,399.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Tottenham,29,24.9,,38,43,30,3,4,56,5.0,460.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
West Brom,30,25.2,,38,34,23,3,5,65,1.0,466.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
West Ham,30,26.6,,38,41,25,1,3,70,4.0,500.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Wigan Athletic,29,26.5,,38,33,15,5,5,65,4.0,465.0,,,,,,,,,2008-2009,Premier-League,,,,,,,,
Ancona,41,28.8,,34,21,14,3,4,84,6.0,586.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Bologna,24,27.7,,34,43,25,3,4,85,4.0,725.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Brescia,25,25.9,,34,51,32,1,4,67,9.0,704.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Chievo,25,27.0,,34,36,22,4,4,74,6.0,731.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Empoli,25,26.5,,34,26,18,0,2,62,7.0,687.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Inter,28,27.8,,34,58,32,4,4,59,6.0,656.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Juventus,25,28.0,,34,66,46,5,7,51,4.0,631.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Lazio,22,29.5,,34,50,28,2,4,68,7.0,656.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Lecce,28,24.9,,34,41,26,4,6,87,4.0,820.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Milan,23,28.8,,34,65,51,5,6,41,6.0,587.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Modena,27,28.6,,34,27,19,3,6,80,6.0,721.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Parma,27,24.3,,34,57,34,5,7,77,7.0,810.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Perugia,35,26.8,,34,42,21,6,9,83,8.0,782.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Reggina,24,26.6,,34,29,16,6,7,60,4.0,724.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Roma,25,25.9,,34,67,41,7,8,63,4.0,754.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Sampdoria,25,27.9,,34,39,27,3,6,78,3.0,739.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Siena,25,28.1,,34,40,30,5,6,105,6.0,902.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Udinese,26,26.0,,34,42,32,3,5,60,6.0,718.0,,,,,,,,,2003-2004,Serie-A,,,,,,,,
Alavés,30,28.7,42.8,38,35,21,5,8,96,8.0,513.0,487.0,73.0,645.0,428.0,292.0,5.0,3.0,0.0,2020-2021,La-Liga,42.6,36.4,27.4,404.0,939.0,1737.0,831.0,602.0
Athletic Club,27,26.6,49.9,38,43,31,4,5,82,3.0,483.0,477.0,77.0,811.0,344.0,269.0,5.0,6.0,1.0,2020-2021,La-Liga,42.8,38.9,31.0,685.0,1496.0,1836.0,656.0,601.0
Atlético Madrid,25,27.3,52.3,38,65,54,5,7,100,0.0,489.0,443.0,96.0,597.0,386.0,367.0,6.0,4.0,3.0,2020-2021,La-Liga,52.8,47.2,40.6,694.0,1604.0,1951.0,530.0,482.0
Barcelona,25,26.4,65.5,38,80,51,4,8,72,2.0,357.0,523.0,90.0,494.0,361.0,293.0,6.0,5.0,2.0,2020-2021,La-Liga,73.5,67.1,53.2,972.0,2157.0,1937.0,395.0,317.0
Betis,25,27.9,53.6,38,50,35,8,11,93,8.0,521.0,483.0,65.0,586.0,452.0,314.0,9.0,10.0,3.0,2020-2021,La-Liga,49.1,40.6,33.4,694.0,1442.0,1938.0,613.0,628.0
Cádiz,34,28.8,34.8,38,33,16,4,4,81,3.0,436.0,483.0,56.0,731.0,437.0,317.0,3.0,10.0,1.0,2020-2021,La-Liga,34.7,31.6,20.4,455.0,854.0,1809.0,687.0,753.0
Celta Vigo,30,26.6,53.3,38,55,39,7,7,109,5.0,631.0,492.0,65.0,521.0,405.0,368.0,7.0,8.0,1.0,2020-2021,La-Liga,50.4,44.9,36.7,514.0,1308.0,1988.0,609.0,669.0
Eibar,30,28.2,49.3,38,29,20,4,9,71,3.0,494.0,387.0,67.0,1052.0,434.0,309.0,4.0,5.0,0.0,2020-2021,La-Liga,45.2,38.3,29.9,507.0,1295.0,2179.0,908.0,917.0
Elche,30,28.1,47.5,38,33,25,2,3,99,3.0,527.0,456.0,51.0,672.0,386.0,335.0,1.0,10.0,1.0,2020-2021,La-Liga,29.9,27.5,21.8,501.0,929.0,1811.0,488.0,539.0
Getafe,31,26.7,43.3,38,27,14,3,5,120,7.0,631.0,520.0,74.0,815.0,393.0,352.0,3.0,8.0,3.0,2020-2021,La-Liga,34.4,30.5,23.6,443.0,1090.0,1943.0,840.0,946.0
Granada,34,27.4,41.4,38,47,30,3,5,97,6.0,533.0,469.0,82.0,613.0,392.0,279.0,4.0,12.0,1.0,2020-2021,La-Liga,41.1,37.3,26.8,411.0,975.0,1800.0,675.0,851.0
Huesca,27,28.0,48.3,38,32,23,3,4,69,2.0,528.0,518.0,101.0,824.0,437.0,322.0,2.0,5.0,2.0,2020-2021,La-Liga,38.7,35.9,26.6,617.0,1185.0,1876.0,580.0,598.0
Levante,29,28.0,52.2,38,45,35,3,6,68,1.0,509.0,397.0,69.0,697.0,432.0,283.0,5.0,4.0,2.0,2020-2021,La-Liga,40.4,35.7,29.6,621.0,1537.0,2023.0,455.0,522.0
Osasuna,28,27.9,43.2,38,36,25,5,6,80,5.0,535.0,407.0,67.0,700.0,392.0,281.0,3.0,8.0,2.0,2020-2021,La-Liga,38.7,34.7,24.9,345.0,1220.0,2071.0,996.0,806.0
Real Madrid,30,27.9,59.3,38,64,53,3,3,59,2.0,407.0,474.0,86.0,771.0,398.0,318.0,2.0,8.0,1.0,2020-2021,La-Liga,61.5,59.2,47.4,963.0,1920.0,1901.0,444.0,381.0
Real Sociedad,30,25.0,54.9,38,58,39,9,12,81,1.0,566.0,459.0,86.0,712.0,315.0,322.0,8.0,5.0,1.0,2020-2021,La-Liga,60.7,51.5,39.6,626.0,1554.0,1941.0,663.0,669.0
Sevilla,26,28.1,60.9,38,52,36,6,7,79,2.0,491.0,488.0,69.0,731.0,362.0,297.0,4.0,6.0,2.0,2020-2021,La-Liga,54.4,48.9,41.0,691.0,1627.0,1944.0,615.0,534.0
Valencia,30,25.2,46.9,38,48,35,8,10,82,5.0,459.0,525.0,90.0,613.0,392.0,277.0,6.0,8.0,2.0,2020-2021,La-Liga,42.6,34.8,27.2,576.0,1180.0,1832.0,602.0,575.0
Valladolid,32,28.1,45.2,38,34,21,7,8,93,4.0,510.0,510.0,75.0,744.0,431.0,321.0,8.0,7.0,0.0,2020-2021,La-Liga,40.1,33.8,24.2,564.0,1101.0,1922.0,628.0,818.0
Villarreal,29,28.0,55.2,38,57,33,12,13,67,5.0,449.0,465.0,88.0,579.0,371.0,313.0,7.0,9.0,2.0,2020-2021,La-Liga,56.4,46.4,40.5,737.0,1628.0,1878.0,489.0,496.0
Athletic Club,26,25.7,,38,42,27,6,7,93,7.0,614.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Atlético Madrid,26,25.4,,38,44,33,6,10,118,10.0,698.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Barcelona,22,27.3,,38,76,45,7,8,85,7.0,538.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Betis,29,26.8,,38,36,24,5,8,101,10.0,587.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Celta Vigo,26,26.9,,38,40,27,7,8,113,11.0,630.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Espanyol,28,25.3,,38,46,31,3,3,110,7.0,623.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Getafe,24,28.2,,38,39,29,1,3,103,5.0,663.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Gimnàstic,29,27.5,,38,33,22,4,4,93,6.0,674.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
La Coruña,27,25.6,,38,31,18,3,4,121,11.0,622.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Levante,27,29.4,,38,36,26,2,3,122,13.0,709.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Mallorca,23,26.9,,38,41,24,1,2,101,5.0,606.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Osasuna,28,25.9,,38,50,33,4,4,114,5.0,580.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Racing Sant,27,26.2,,38,39,26,9,11,126,8.0,688.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Real Madrid,25,27.0,,38,66,43,2,3,127,10.0,747.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Real Sociedad,30,26.5,,38,31,19,3,5,98,4.0,659.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Recreativo,24,27.1,,38,52,31,5,8,66,3.0,537.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Sevilla,24,27.0,,38,63,39,7,11,106,8.0,466.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Valencia,29,26.9,,38,57,38,4,5,109,8.0,551.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Villarreal,27,27.2,,38,47,32,2,2,100,4.0,602.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Zaragoza,22,26.5,,38,54,34,4,5,117,7.0,640.0,,,,,,,,,2006-2007,La-Liga,,,,,,,,
Arsenal,27,26.2,,38,66,46,4,7,56,2.0,479.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Aston Villa,27,25.2,,38,41,35,1,4,62,2.0,522.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Birmingham City,30,28.0,,38,26,19,2,2,56,7.0,484.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Blackburn,25,28.0,,38,49,29,4,4,78,6.0,568.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Bolton,24,28.0,,38,47,33,2,4,68,3.0,506.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Charlton Ath,28,27.9,,38,41,29,4,4,45,2.0,500.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Chelsea,25,25.9,,38,71,50,4,4,65,5.0,435.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Everton,28,27.8,,38,32,25,1,3,68,7.0,538.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Fulham,27,27.9,,38,47,35,4,4,66,2.0,467.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Liverpool,24,26.3,,38,54,42,4,5,53,5.0,446.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Manchester City,26,27.3,,38,42,31,1,2,72,4.0,513.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Manchester Utd,26,26.4,,38,68,50,2,3,61,2.0,483.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Middlesbrough,37,26.5,,38,48,34,5,5,56,3.0,490.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Newcastle Utd,26,26.7,,38,45,31,5,5,68,6.0,593.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Portsmouth,34,26.7,,38,36,22,2,2,53,1.0,499.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Sunderland,28,25.0,,38,24,15,2,2,73,4.0,536.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Tottenham,29,24.9,,38,52,38,4,6,55,5.0,455.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
West Brom,29,26.4,,38,31,18,1,2,47,2.0,466.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
West Ham,28,26.0,,38,48,29,3,5,50,2.0,478.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Wigan Athletic,25,28.3,,38,44,30,1,1,54,4.0,497.0,,,,,,,,,2005-2006,Premier-League,,,,,,,,
Ajaccio,30,26.8,,38,26,15,1,1,71,2.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Auxerre,24,26.7,,38,49,32,4,4,47,2.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Bordeaux,25,26.5,,38,43,30,3,3,81,3.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Le Mans,27,24.7,,38,32,22,3,3,65,3.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Lens,22,25.5,,38,48,28,3,4,66,8.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Lille,27,24.4,,38,54,35,2,3,80,3.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Lyon,24,26.6,,38,72,48,2,2,65,1.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Marseille,38,26.6,,38,44,24,0,2,73,4.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Metz,37,24.7,,38,24,15,1,2,71,6.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Monaco,31,26.2,,38,42,28,1,3,82,8.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Nancy,26,25.0,,38,33,22,5,6,79,7.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Nantes,28,24.4,,38,37,25,1,3,73,4.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Nice,24,26.5,,38,35,24,2,2,79,3.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Paris S-G,25,27.5,,38,43,30,2,2,84,5.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Rennes,25,23.8,,38,47,32,2,2,68,3.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Saint-Étienne,25,25.2,,38,28,17,0,0,55,4.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Sochaux,30,25.1,,38,32,21,4,4,61,4.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Strasbourg,31,24.9,,38,30,19,5,5,62,7.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Toulouse,26,25.3,,38,36,17,0,1,64,2.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Troyes,26,27.9,,38,37,21,5,5,73,4.0,,,,,,,,,,2005-2006,Ligue-1,,,,,,,,
Alavés,22,27.5,,38,39,22,4,4,135,8.0,699.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Athletic Club,26,26.6,,38,54,31,4,5,108,6.0,657.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Barcelona,27,25.7,,38,63,35,3,4,88,3.0,636.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Betis,28,25.6,,38,40,26,7,9,110,7.0,701.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Celta Vigo,25,27.6,,38,63,31,5,8,123,10.0,744.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Espanyol,30,24.0,,38,47,28,5,7,122,8.0,703.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
La Coruña,25,28.1,,38,64,42,4,6,80,4.0,657.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Las Palmas,25,27.0,,38,40,18,11,12,118,7.0,580.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Málaga,25,27.2,,38,43,25,5,5,129,8.0,689.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Mallorca,24,28.3,,38,40,24,5,6,95,5.0,459.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Osasuna,26,27.4,,38,34,22,1,2,98,4.0,561.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Rayo Vallecano,28,28.1,,38,41,26,6,7,103,10.0,609.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Real Madrid,27,26.5,,38,66,39,4,4,86,2.0,611.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Real Sociedad,28,26.4,,38,48,31,3,3,89,4.0,626.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Sevilla,26,26.7,,38,51,29,8,8,126,8.0,647.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Tenerife,30,26.5,,38,32,18,3,4,126,8.0,721.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Valencia,27,26.8,,38,50,31,1,2,112,5.0,817.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Valladolid,25,26.5,,38,45,24,7,9,97,3.0,499.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Villarreal,21,26.9,,38,46,27,4,4,118,4.0,603.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Zaragoza,27,28.3,,38,35,19,3,5,98,6.0,613.0,,,,,,,,,2001-2002,La-Liga,,,,,,,,
Ajaccio,30,27.6,,38,28,18,1,1,96,6.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Auxerre,25,24.6,,38,38,31,0,0,61,4.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Bastia,33,25.8,,38,40,26,3,4,96,8.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Bordeaux,24,25.7,,38,56,34,4,7,92,9.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Guingamp,22,27.5,,38,57,33,5,5,76,9.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Le Havre,25,24.7,,38,27,18,3,5,81,9.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Lens,26,25.8,,38,42,25,4,5,75,3.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Lille,24,25.6,,38,28,18,3,5,76,6.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Lyon,25,27.3,,38,61,40,0,1,60,3.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Marseille,27,25.7,,38,40,26,3,4,91,7.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Monaco,29,24.7,,38,65,48,3,3,76,6.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Montpellier,30,24.4,,38,35,20,5,3,100,10.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Nantes,27,24.7,,38,37,23,4,5,85,10.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Nice,26,26.1,,38,38,19,2,2,84,4.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Paris S-G,28,27.5,,38,46,27,4,6,98,13.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Rennes,30,24.4,,38,32,22,5,6,86,8.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Sedan,29,26.4,,38,40,22,3,5,82,6.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Sochaux,28,25.9,,38,45,31,3,4,77,1.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Strasbourg,32,26.3,,38,37,25,5,7,83,2.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Troyes,33,27.6,,38,23,14,2,3,78,4.0,,,,,,,,,,2002-2003,Ligue-1,,,,,,,,
Angers,30,27.5,41.2,34,31,17,5,6,49,2.0,380.0,398.0,69.0,575.0,336.0,392.0,6.0,5.0,0.0,2024-2025,Ligue-1,36.0,31.3,23.5,502.0,953.0,1414.0,334.0,428.0
Auxerre,29,25.9,42.5,34,47,35,4,5,68,4.0,404.0,362.0,48.0,542.0,350.0,403.0,4.0,8.0,3.0,2024-2025,Ligue-1,41.0,37.3,32.0,484.0,1084.0,1492.0,412.0,422.0
Brest,30,28.2,48.4,34,52,32,7,9,69,3.0,430.0,413.0,42.0,641.0,316.0,426.0,5.0,10.0,2.0,2024-2025,Ligue-1,45.4,38.3,29.4,470.0,1096.0,1471.0,534.0,508.0
Le Havre,31,26.9,43.1,34,37,21,9,10,56,4.0,379.0,403.0,50.0,695.0,324.0,387.0,6.0,6.0,1.0,2024-2025,Ligue-1,41.3,33.3,24.3,538.0,1051.0,1399.0,451.0,436.0
Lens,33,27.1,54.1,34,40,26,5,5,86,8.0,499.0,360.0,84.0,706.0,321.0,365.0,2.0,9.0,0.0,2024-2025,Ligue-1,51.8,48.3,36.2,570.0,1451.0,1576.0,450.0,414.0
Lille,27,26.1,57.6,34,52,29,7,10,77,2.0,410.0,376.0,48.0,535.0,271.0,356.0,8.0,4.0,1.0,2024-2025,Ligue-1,54.7,47.5,35.1,669.0,1616.0,1535.0,392.0,350.0
Lyon,31,27.4,56.4,34,62,46,8,10,60,0.0,407.0,357.0,71.0,598.0,282.0,340.0,6.0,3.0,0.0,2024-2025,Ligue-1,60.3,52.5,44.4,709.0,1615.0,1422.0,305.0,332.0
Marseille,32,26.7,63.3,34,70,49,8,10,64,6.0,394.0,371.0,53.0,609.0,280.0,358.0,5.0,6.0,2.0,2024-2025,Ligue-1,63.8,55.8,44.6,664.0,1714.0,1485.0,312.0,249.0
Monaco,28,24.4,55.0,34,63,49,6,7,60,4.0,462.0,444.0,69.0,563.0,357.0,429.0,3.0,3.0,0.0,2024-2025,Ligue-1,72.8,67.7,55.3,670.0,1638.0,1763.0,426.0,421.0
Montpellier,35,26.1,45.3,34,23,13,3,4,87,7.0,427.0,438.0,65.0,646.0,273.0,389.0,3.0,9.0,3.0,2024-2025,Ligue-1,33.5,30.4,23.0,529.0,1039.0,1349.0,374.0,442.0
Nantes,30,26.7,40.4,34,39,27,5,5,71,4.0,413.0,389.0,31.0,611.0,283.0,376.0,3.0,8.0,3.0,2024-2025,Ligue-1,39.1,35.3,27.8,502.0,1053.0,1289.0,426.0,439.0
Nice,31,26.4,47.5,34,62,43,6,6,59,5.0,391.0,417.0,56.0,599.0,365.0,399.0,5.0,3.0,1.0,2024-2025,Ligue-1,61.6,56.9,42.9,701.0,1320.0,1608.0,427.0,402.0
Paris S-G,28,23.6,68.0,34,89,69,6,7,37,0.0,307.0,336.0,54.0,562.0,265.0,386.0,6.0,3.0,1.0,2024-2025,Ligue-1,88.9,83.3,70.8,936.0,2123.0,1654.0,262.0,214.0
Reims,34,24.5,44.1,34,32,19,1,2,66,6.0,392.0,372.0,59.0,611.0,289.0,359.0,1.0,5.0,0.0,2024-2025,Ligue-1,37.4,35.9,26.5,586.0,1156.0,1407.0,378.0,430.0
Rennes,35,25.1,50.9,34,51,32,5,8,67,2.0,445.0,382.0,48.0,580.0,337.0,363.0,4.0,6.0,2.0,2024-2025,Ligue-1,48.6,42.7,29.6,663.0,1440.0,1458.0,443.0,393.0
Saint-Étienne,32,25.9,47.1,34,39,28,3,4,65,3.0,449.0,361.0,46.0,402.0,328.0,382.0,4.0,15.0,2.0,2024-2025,Ligue-1,36.4,33.2,24.6,529.0,1262.0,1428.0,342.0,386.0
